Database
Name,Version,Author,Description,Emphasis1,Emphasis2,Emphasis3,Emphasis4
TRACHI,1,nory,,#ffffffff ---,#ff0000ff ---,#00ff00ff ---,#0000ffff ---
Global User Script

Conversations
ID,Title,Pictures,Description,Actor,Conversant,Overrides
Ganymede_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_472,68,472,9,7,,,[RG]Are you trying to rile me up?,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},2486.428;1747.459
Player_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_473,68,473,7,10,,,Does it work?,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},2487.433;1799.17
Ganymede_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_474,68,474,9,7,,,[NSC]Depends.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},2489.056;1848.277
Ganymede_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_475,68,475,9,7,,,[NS]Can you take the heat?,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},2661.991;1697.944
Player_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_476,68,476,7,10,,,Why don't you find out?,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},2661.961;1746.474
Ganymede_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_477,68,477,9,7,,,[RGC]God...,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},2661.197;1793.238
Ganymede_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_479,68,479,9,7,,,[RG]When did you get so sassy?,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},2664;1836
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_480,68,480,10,9,,,[SC]Asshole.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3690.866;162.3347
Ganymede_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_482,68,482,9,10,,,[NSC]Are you sure?,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},6972.517;1590.075
Ganymede_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_483,68,483,9,10,,,[NS]Okay.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},6968.076;1684.598
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_484,68,484,10,9,,,Let's save it for another day.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},6971.417;1544.795
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_486,68,486,10,9,,,[S]But there's a limit to everything.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},1199.568;382.0193
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_487,68,487,10,9,,,I think we've done done our part.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},6971.482;1637.484
Ganymede_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_488,68,488,9,10,,,"[NSC]One thing before you go, though.",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},6966.5;1731.257
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_489,68,489,10,9,,,What?,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},6964.456;1784.382
Ganymede_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_490,68,490,9,10,,,[NS]Hermingrad.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},6966.429;1832.84
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_491,68,491,10,9,,,"[NC]You just had to say it, didn't you?",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},6967.745;1931.512
Ganymede_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_492,68,492,9,10,,,"[NS]Can't keep a secret forever, Daph.",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},6965.842;1977.803
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_493,68,493,10,9,,,And you're about to tell it all?,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},6967.754;2033.413
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_494,68,494,10,10,,,,False,Block,Normal,,,Continue()@1;,[],,,[],,{{omit}},{{omit}},,{{omit}},6968.498;1881.343
Ganymede_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_495,68,495,9,10,,,[NS]Unless you find a way to stop me.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},6965.801;2080.779
Player_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_498,68,498,7,10,,,Sorry you had to go through that.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3570.704;243.4388
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_499,68,499,10,9,,,[SC]It's alright.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3675.687;314.5003
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_500,68,500,10,9,,,"[SC]Yeah, about that.",False,Block,Normal,"Variable[""freedom""] == true",,,[],,,[],,{{omit}},{{omit}},,{{omit}},3474.42;296.5608
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_501,68,501,10,9,,,[SP]Did you have to egg him on?,False,Block,Normal,,,required Rotate(-90);\nContinue()@Message(Continue);,[],,,[],,,{{omit}},,{{omit}},3471.576;342.6952
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_502,68,502,10,9,,,[NS]Thanks for having my back. Again.,False,Block,Normal,,,required Rotate(-90);\nContinue()@Message(Continue);,[],,,[],,,{{omit}},,{{omit}},3678.844;364.3303
Player_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_503,68,503,7,10,,,Are you okay?,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3779.163;237.2709
Player_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_504,68,504,7,10,,,It's called reverse psychology.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3471.289;392.8927
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_505,68,505,10,9,,,"[SGC]Yeah, sure.",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3472.05;441.0529
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_506,68,506,10,9,,,[NSC]I Guess I'll have to take your word for it.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3479.808;530.9717
Player_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_507,68,507,7,10,,,I did what I had to.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3676.69;413.8576
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_508,68,508,10,9,,,[SC]I guess.,False,Block,Normal,,,required Rotate(-90);\nContinue()@Message(Continue);,[],,,[],,{{omit}},{{omit}},,{{omit}},3936;312
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_509,68,509,10,9,,,[S]Though I wish I could kill him again.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3936;360
Player_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_510,68,510,7,10,,,You think he'll reappear?,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3931.119;409.3325
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_511,68,511,10,9,,,[SPC]Probably.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3929.438;457.5019
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_513,68,513,10,9,,,[NSC]Seeing a damsel in distress?,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3678.723;460.281
Player_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_514,68,514,7,10,,,... Right.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3680.141;510.02
Player_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_515,68,515,7,10,,,Can I ask you something?,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3684;588
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_517,68,517,10,9,,,[NSC]Feel free to try.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3936;672
Player_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_518,68,518,7,10,,,You don't seem to fazed.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3936.605;726.4791
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_519,68,519,10,9,,,Should I be?,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3936;780
Player_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_520,68,520,7,10,,,I'm just saying.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3934.015;834.4857
Player_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_521,68,521,7,10,,,So... what now?,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3720;780
Player_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_522,68,522,7,10,,,"A little trust goes a long way, doesn't it?",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3480;588
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_523,68,523,10,9,,,[NS]Really does.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3478.587;636.7825
Player_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_524,68,524,7,10,,,Are you going to tell me about Hermingrad?,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3483.666;693.0763
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_525,68,525,10,9,,,[NC]Seriously?,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3491.176;744.6594
Player_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_526,68,526,7,10,,,I can't force you to tell me.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3554.215;867.0475
Player_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_527,68,527,7,10,,,Is it that bad of a topic?,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3372;828
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_528,68,528,10,9,,,[NC]It's much worse than that.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3372;876
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_529,68,529,10,9,,,[NSC]Something you should see for yourself.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3372;924
Player_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_532,68,532,7,10,,,I guess I'll take your word for it.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3368.573;1020.776
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_533,68,533,10,9,,,[NSC]Wise words.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3373.505;1115.9
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_534,68,534,10,9,,,"[NS]Well said, too.",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3372.774;1168.358
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_535,68,535,10,9,,,"[NSC]Either way, let's move on.",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3460.649;1241.885
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_537,68,537,10,9,,,[NSC]Moving on.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3691.535;1230.231
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_538,68,538,10,9,,,[NSC]Interesting things.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3948;888
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_540,68,540,10,9,,,[NSC]Neither should you try.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3555.075;923.1
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_541,68,541,10,9,,,[N]Certain things are better left unsaid.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3555.209;976.1611
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_543,68,543,10,9,,,[SS]We've got a lot of work in front of us.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3600;1368
Player_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_544,68,544,7,10,,,What do you mean?,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3720;1428
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_547,68,547,10,9,,,[NSC]So do I.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},4067.826;2101.096
Player_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_548,68,548,7,10,,,"I've got more questions, though.",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},4069.208;2047.454
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_550,68,550,10,7,,,,False,Block,Normal,,,Continue()@1;,[],,,[],,{{omit}},{{omit}},,{{omit}},4069.65;2356.944
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_551,68,551,10,9,,,[NS]I'll see you in a bit.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3398.097;2242.476
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_552,68,552,10,9,,,,False,Block,Normal,,,"Destination(Spawn Point 0, -90)->Message(c);\nContinue()@Message(c);",[],,,[],,{{omit}},{{omit}},,{{omit}},3780.631;2686.385
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_554,68,554,10,9,,,,False,Block,Normal,,,"AnimatorPlay(electric, Lightning)@0.1;\nAudioWait(SFX/State/Appearance)@0.1;\nContinue()@1.5;",[],,,[],,{{omit}},{{omit}},,{{omit}},2553.854;2221.315
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_555,68,555,10,10,,,,False,Block,Normal,,,Continue()@1;,[],,,[],,{{omit}},{{omit}},,{{omit}},792;732
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_556,68,556,10,10,,,,False,Block,Normal,,,Continue()@2;,[],,,[],,{{omit}},{{omit}},,{{omit}},7215.839;2167.701
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_557,68,557,10,7,,,[NC]Okay.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},605.3635;568.7939
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_558,68,558,10,7,,,I'll get going then.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},610.0872;619.6177
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_559,68,559,10,9,,,[NC]Thanks.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},610.5211;719.0267
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_560,68,560,10,9,,,You too.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},609.7399;769.0267
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_561,68,561,10,9,,,,False,Block,Normal,,,"required Destination(WP4, -90)@0.5->Message(c);\nrequired Music(1926, FadeOut, 3);\nContinue()@Message(c);",[],,,[],,{{omit}},{{omit}},,{{omit}},607.598;814.9063
Ganymede_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_562,68,562,9,10,,,Daphne?,False,Block,Normal,,,required Rotate(-90);\nContinue()@Message(Continue);,[],,,[],,{{omit}},{{omit}},,{{omit}},610.3058;868.2767
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_563,68,563,10,9,,,Hm?,False,Block,Normal,,,required Rotate(90);\nContinue()@Message(Continue);,[],,,[],,{{omit}},{{omit}},,{{omit}},612;910.9796
Ganymede_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_564,68,564,9,10,,,[NPC]I know I've thrown a lot of shit at you.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},612;960
Ganymede_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_565,68,565,9,10,,,"[NP]Too much, maybe.",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},610.1183;1011.321
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_566,68,566,10,9,,,[NC]Don't worry.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},607.7318;1061.475
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_567,68,567,10,9,,,I think we're just about even.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},608.4323;1108.726
Ganymede_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_571,68,571,9,10,,,"[NC]Regardless, I'd like to apologise.",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},780;348
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_572,68,572,10,7,,,You don't need to.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},780;396
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_574,68,574,10,10,,,,False,Block,Normal,,,Continue()@2;,[],,,[],,{{omit}},{{omit}},,{{omit}},784.9246;452.341
Ganymede_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_575,68,575,9,10,,,[NC]Maybe I'm just nostalgic.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},786.9447;493.8911
Ganymede_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_576,68,576,9,10,,,As if it's 1923 again.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},792;588
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_577,68,577,10,9,,,,False,Block,Normal,,,"required Destination(WP3, 90)@0.5->Message(c);\nContinue()@Message(c)",[],,,[],,,{{omit}},,{{omit}},788.3187;636.7399
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_578,68,578,10,9,,,[S]Soon.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},791.6342;873.4138
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_580,68,580,10,9,,,[SC]One more word out of your mouth.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},1202.639;475.0288
Ganymede_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_581,68,581,9,7,,,[NC]It's been five years.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},793.3452;921.6179
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_582,68,582,10,10,,,[SC]Three.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},960;348
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_583,68,583,10,10,,,[S]As you know.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},961.8424;393.1489
Ganymede_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_584,68,584,9,10,,,[NSC]Is that why it feels like yesterday?,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},962.3513;445.3699
Ganymede_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_587,68,587,9,10,,,[SGC]More than a thousand days since Trachi.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},963.2935;494.9342
Ganymede_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_588,68,588,9,10,,,Sorry.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},7042.548;2228.834
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_589,68,589,10,9,,,Are you sure?,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},7045.295;2274.051
Ganymede_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_590,68,590,9,10,,,Yeah.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},7046.077;2324.832
Ganymede_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_591,68,591,9,10,,,[SG]Seven hundred thirty since Hermin-,False,Block,Normal,,,Continue()@Message(Typed),[],,,[],,{{omit}},{{omit}},,{{omit}},965.8858;544.2326
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_593,68,593,10,9,,,,False,Block,Normal,,,Continue()@1;,[],,,[],,{{omit}},{{omit}},,{{omit}},780;300
Ganymede_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_598,68,598,9,7,,,[S]When I saw you snuggling up to her.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},2472.884;367.9666
Ganymede_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_599,68,599,9,10,,,,False,Block,Normal,"Dialog[thisID].SimStatus == ""Untouched""",,"PanelPos(3, listener);\nRotate(-90)@1->Message(m);\nVariation(""Liberty"", listener);\nMusic(1923, Play)@Message(m)->Message(d);\nDestination(WP2, -90)->Message(d);\nDestination(WP3, 90, listener)->Message(d);\nDelay(1)@Message(d)->Message(c);\nContinue()@Message(c);",[],,,[],,{{omit}},{{omit}},,{{omit}},893.4836;221.9395
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_600,68,600,10,10,,,,False,Block,Normal,,,"required Music(1923, Play)@0.5;\nContinue()@1.5;",[],,,[],,{{omit}},{{omit}},,{{omit}},789.7614;540.8866
Ganymede_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_601,68,601,9,7,,,[NG]Or are you incapable of love in general?,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},2472;612
Ganymede_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_602,68,602,9,7,,,,False,Block,Normal,,,Rotate(180)@0.5->Message(au);\nAudioWait(SFX/Action/knife_unsheathe_01)@Message(au)->Message(c);\nContinue()@Message(c);,[],,,[],,{{omit}},{{omit}},,{{omit}},2472.849;658.935
Ganymede_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_603,68,603,9,10,,,,False,Block,Normal,,,"GridMoveTarget(listener, n)@0.5->Message(r);\nRotateTo(listener)@Message(r)->Message(c);\nContinue()@Message(c);",[],,,[],,{{omit}},{{omit}},,{{omit}},1776;456
Ganymede_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_604,68,604,9,10,,,,False,Block,Normal,,,"required Rotate(-90, listener);\nContinue()@0.5;",[],,,[],,{{omit}},{{omit}},,{{omit}},1968;552
Ganymede_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_605,68,605,9,10,,,,False,Block,Normal,,,Continue()@1,[],,,[],,{{omit}},{{omit}},,{{omit}},1704;1152
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_606,68,606,10,9,,,[S]We're running out of time.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},1778.792;699.5043
Player_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_608,68,608,7,10,,,Is that what you tell yourself?,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},2268;1752
Ganymede_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_609,68,609,9,7,,,[RGC]It's what I believe.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},2268;1800
Ganymede_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_610,68,610,9,7,,,[RG]Until you tell me otherwise.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},2268;1848
Ganymede_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_611,68,611,9,10,,,Is that enough time for you?,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},608.0141;282.8863
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_612,68,612,10,10,,,Yeah.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},608.1213;334.1383
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_614,68,614,10,9,,,,False,Block,Normal,,,Continue()@1;,[],,,[],,{{omit}},{{omit}},,{{omit}},1470.173;343.2027
Ganymede_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_615,68,615,9,10,,,"[NSC]You stay put, okay?",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},1777.717;552.6528
Ganymede_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_616,68,616,9,10,,,,False,Block,Normal,,,required RotateTo(listener);\nContinue()@1,[],,,[],,{{omit}},{{omit}},,{{omit}},1780.241;796.5907
Ganymede_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_617,68,617,9,10,,,,False,Block,Normal,,,Continue()@1,[],,,[],,{{omit}},{{omit}},,{{omit}},3931.669;507.6744
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_618,68,618,10,9,,,[NC]As much as I hate to admit it...,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3720;1476
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_619,68,619,10,9,,,[N]The world's about to change.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3720;1620
Player_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_620,68,620,7,10,,,Back to 1923?,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3721.731;1671.732
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_621,68,621,10,9,,,[NC]Possibly.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3725.097;1726.417
Player_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_622,68,622,7,10,,,You don't know?,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3721.014;1772.574
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_623,68,623,10,9,,,[NSC]Not for sure.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3720;1824
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_625,68,625,10,9,,,[NS]Though I've gotten very good at guessing things!,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3723.356;1865.672
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_626,68,626,10,9,,,"[NS]That being said, we better get going.",False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3725.761;1960.327
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_627,68,627,10,9,,,[NSC]Thank you.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3396.948;2097.273
Player_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_628,68,628,7,10,,,Don't let me keep you.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3396;2052
Daphne_Ionia_Wenger_Sanatorium_West_W3_1926_(E)_629,68,629,10,9,,,[NS]For that and everything else.,False,Block,Normal,,,,[],,,[],,{{omit}},{{omit}},,{{omit}},3396.948;2147.273
